>ptg000019l	658483
312200	312447	30
312448	313128	29
313129	313245	30
313246	313251	31
313252	313303	32
313304	313595	31
313596	314337	32
314338	314416	31
314417	314501	30
314502	314577	29
314578	314858	30
314859	314892	29
314893	314967	30
314968	315006	31
315007	315363	32
315364	315405	31
315406	315515	30
315516	315638	29
315639	315693	30
315694	315822	31
315823	315895	32
315896	316023	33
316024	316094	34
316095	316601	35
316602	316725	36
316726	316826	37
316827	316845	38
316846	316892	37
316893	316957	38
316958	317379	37
317380	317403	38
317404	317640	37
317641	317649	36
317650	317798	37
317799	317817	38
317818	317876	37
317877	318177	36
318178	318322	35
318323	318448	34
318449	318575	33
318576	318669	32
318670	318727	31
318728	319220	30
319221	319488	29
319489	319865	28
319866	319919	27
319920	320486	26
320487	320527	27
320528	320571	26
320572	320678	25
320679	321489	24
321490	321651	23
321652	321788	22
321789	321883	21
321884	321927	22
321928	322203	21
322204	322325	22
322326	322473	23
322474	322599	22
322600	322689	23
322690	322953	24
322954	322983	25
322984	323032	26
323033	323103	27
323104	323357	28
323358	323836	29
323837	324223	30
324224	324283	29
324284	324356	30
324357	324417	31
324418	324441	32
324442	324573	31
324574	324721	30
324722	324762	31
324763	324938	32
324939	324970	33
324971	325172	32
325173	325469	31
325470	325488	32
325489	325570	31
325571	325707	30
325708	325920	29
325921	326151	30
326152	326297	31
326298	326418	30
326419	326493	29
326494	326506	28
326507	326548	27
326549	326770	26
326771	326797	24
326798	326932	25
326933	327021	26
327022	327549	27
327550	327675	26
327676	327753	25
327754	327818	24
327819	328036	25
328037	328476	26
328477	328616	25
328617	328623	26
328624	328662	27
328663	329154	26
329155	329488	27
329489	329588	28
329589	329649	29
329650	330369	30
330370	330484	31
330485	331151	30
331152	331153	31
331154	331301	30
331302	331458	29
331459	331798	28
331799	331946	27
331947	332065	26
332066	332200	25
332201	332208	24
332209	332810	25
332811	333112	24
333113	333264	23
333265	333366	22
333367	333522	21
333523	333622	22
333623	333827	23
333828	333930	24
333931	334058	25
334059	334532	24
334533	334610	23
334611	334625	22
334626	334830	23
334831	335063	22
335064	335064	23
335065	335102	22
335103	335273	23
335274	335462	24
335463	335605	25
335606	335622	26
335623	335796	27
335797	336005	28
336006	336104	27
336105	336230	26
336231	336454	25
336455	336698	24
336699	336959	25
336960	336988	24
336989	337085	23
337086	337305	22
337306	337373	23
337374	337953	22
337954	338174	23
338175	338193	24
338194	338601	23
338602	338703	22
338704	338934	21
338935	339392	20
339393	339769	19
339770	340168	20
340169	340479	21
340480	341135	22
341136	341155	23
341156	341271	24
341272	341492	23
341493	341680	22
341681	341866	23
341867	341963	22
341964	342007	23
342008	342285	24
342286	342467	23
342468	342575	24
342576	342675	25
342676	342867	26
342868	343164	27
343165	343734	26
343735	343782	27
343783	343799	26
343800	343817	25
343818	343829	24
343830	343869	23
343870	344018	22
344019	344057	21
344058	344595	20
344596	344705	19
344706	344778	18
344779	344798	19
344799	345310	20
345311	345595	19
345596	345684	18
345685	345838	17
345839	345906	16
345907	346455	17
346456	346470	18
346471	346568	19
346569	346734	18
346735	347162	19
347163	347268	20
347269	347334	21
347335	347514	22
347515	347939	23
347940	348010	24
348011	348458	25
348459	348671	24
348672	348945	25
348946	349107	26
349108	350095	27
350096	350207	26
350208	350410	25
350411	350432	24
350433	350503	23
350504	350604	22
350605	350647	21
350648	350889	20
350890	350976	21
350977	351046	22
351047	351134	21
351135	351299	22
351300	351388	21
351389	351643	22
351644	351984	23
351985	352107	22
352108	352339	21
352340	352358	22
352359	352436	21
352437	352573	22
352574	353202	21
353203	353303	22
353304	353362	23
353363	353401	24
353402	353590	25
353591	354123	26
354124	354780	25
354781	355061	24
355062	355129	25
355130	355413	26
355414	355655	25
355656	355834	26
355835	355937	25
355938	356528	24
356529	356718	22
356719	357139	21
357140	357221	20
357222	357243	19
357244	357518	20
357519	357631	19
357632	358043	18
358044	358620	19
358621	358671	18
358672	358979	17
358980	359034	18
359035	359055	19
359056	359151	20
359152	359452	21
359453	359513	22
359514	359642	21
359643	359731	22
359732	359874	21
359875	360082	22
360083	360259	23
360260	360268	22
360269	361044	23
361045	361194	24
361195	361337	23
361338	361540	24
361541	361605	23
361606	361707	22
361708	361827	21
361828	361864	20
361865	361997	19
361998	362166	18
362167	362626	19
362627	362873	20
362874	363166	21
363167	363369	20
363370	363735	19
363736	364169	18
364170	364333	19
364334	364446	20
364447	364580	21
364581	364601	22
364602	364711	23
364712	364720	24
364721	364815	25
364816	364891	26
364892	365329	27
365330	365436	26
365437	366017	27
366018	366232	26
366233	366279	25
366280	366477	26
366478	366479	27
366480	366710	28
366711	366802	27
366803	366871	28
366872	367616	29
367617	367931	30
367932	368047	29
368048	368097	30
368098	368235	31
368236	368377	32
368378	368472	33
368473	368845	32
368846	369305	31
369306	369437	32
369438	369515	33
369516	369598	34
369599	369692	35
369693	369820	34
369821	370013	35
370014	370230	34
370231	370267	33
370268	370368	34
370369	370425	35
370426	370529	34
370530	370600	33
370601	370609	35
370610	370660	36
370661	370693	35
370694	370775	34
370776	371032	33
371033	371494	34
371495	371517	35
371518	371696	34
371697	371707	35
371708	371842	34
371843	372085	33
372086	372189	34
372190	372418	33
372419	372789	34
372790	373033	33
373034	373277	32
373278	373342	33
373343	373504	32
373505	373534	31
373535	373814	30
373815	373854	29
373855	374223	30
374224	374338	31
374339	374357	32
374358	374370	31
374371	374623	30
374624	375070	29
375071	375488	28
375489	375585	27
375586	375678	28
375679	375862	27
375863	376369	28
376370	376708	27
376709	376875	26
376876	376937	27
376938	377196	28
377197	377228	27
377229	377295	28
377296	377464	27
377465	377560	28
377561	377569	27
377570	377636	28
377637	377736	27
377737	377846	28
377847	378076	29
378077	378185	30
378186	378302	31
378303	378408	30
378409	378425	29
378426	378566	30
378567	378679	31
378680	378928	32
378929	378931	31
378932	378978	32
378979	379129	31
379130	379471	30
379472	379476	29
379477	379551	28
379552	379811	29
379812	380317	28
380318	380338	27
380339	380357	26
380358	380994	25
380995	381125	26
381126	381225	27
381226	381233	25
381234	381383	26
381384	381639	27
381640	381678	26
381679	381764	25
381765	381829	26
381830	381889	26
381890	381955	25
381956	382435	26
382436	382727	27
382728	382734	26
382735	383170	27
383171	383184	26
383185	383504	27
383505	383612	28
383613	383957	27
383958	384181	28
384182	384455	29
384456	384574	28
384575	384715	29
384716	384785	30
384786	384833	29
384834	384882	30
384883	385060	31
385061	385174	32
385175	385454	31
385455	385837	30
385838	386112	31
386113	386299	32
386300	386504	31
386505	386574	30
386575	386675	31
386676	386723	32
386724	386791	31
386792	386918	30
386919	387106	31
387107	387315	32
387316	387455	33
387456	387592	34
387593	387755	35
387756	387852	34
387853	387942	33
387943	388139	32
388140	388145	33
388146	388171	34
388172	388179	33
388180	388233	34
388234	388379	35
388380	388430	34
388431	388528	35
388529	388994	34
388995	389119	35
389120	389189	36
389190	389211	37
389212	389710	39
389711	389954	38
389955	390102	37
390103	390152	38
390153	390301	39
390302	390360	38
390361	390664	39
390665	390814	38
390815	390919	37
390920	391135	36
391136	391214	35
391215	391238	36
391239	391597	37
391598	391830	36
391831	392031	37
392032	392137	39
392138	392156	40
392157	392194	39
392195	392296	40
392297	392322	41
392323	392350	40
392351	392420	41
392421	392467	40
392468	392612	41
392613	392684	42
392685	393044	41
393045	393123	42
393124	393133	42
393134	393152	43
393153	393232	42
393233	393367	41
393368	393371	40
393372	393557	39
393558	393661	40
393662	393723	41
393724	393961	40
393962	394293	41
394294	394359	40
394360	394466	41
394467	394521	42
394522	394855	41
394856	395391	40
395392	395400	39
395401	395810	40
395811	396016	39
396017	396133	40
396134	396213	39
396214	396232	40
396233	396254	39
396255	396413	40
396414	396566	41
396567	396641	42
396642	396709	43
396710	396772	42
396773	397028	41
397029	397418	40
397419	397536	39
397537	397593	38
397594	397850	36
397851	398054	35
398055	398222	34
398223	398275	35
398276	398295	34
398296	398371	33
398372	398521	34
398522	398558	35
398559	398765	34
398766	398825	35
398826	398908	36
398909	399335	35
399336	399372	36
399373	399491	35
399492	399746	36
399747	399827	37
399828	400041	36
400042	400059	37
400060	400078	38
400079	400318	37
400319	400345	38
400346	400597	37
400598	400730	36
400731	400842	37
400843	400868	36
400869	400928	37
400929	401040	36
401041	401339	35
401340	401510	34
401511	401997	35
401998	402079	34
402080	402194	33
402195	402277	32
402278	402322	33
402323	402354	32
402355	402425	31
402426	402689	32
402690	402860	31
402861	403092	30
403093	403165	31
403166	403186	30
403187	403623	29
403624	403712	28
403713	403747	27
403748	403780	28
403781	403986	27
403987	404064	28
404065	404125	29
404126	404132	30
404133	404180	29
404181	404258	30
404259	404654	31
404655	404711	30
404712	404730	31
404731	404982	30
404983	405099	31
405100	405127	32
405128	405598	33
405599	405603	32
405604	405711	31
405712	405763	32
405764	405878	31
405879	406123	30
406124	406579	31
406580	406839	32
406840	406876	33
406877	406893	32
406894	406957	33
406958	407114	34
407115	407208	33
407209	407436	32
407437	407505	33
407506	407557	34
407558	407589	33
407590	407671	34
407672	407751	35
407752	407782	36
407783	408129	37
408130	408599	38
408600	408740	37
408741	408868	38
408869	408938	37
408939	409126	36
409127	409153	35
409154	409591	34
409592	409880	33
409881	409926	34
409927	410081	35
410082	410195	34
410196	410351	33
410352	410474	34
410475	410483	33
410484	410778	34
410779	410797	35
410798	411104	33
411105	411745	32
411746	411863	31
411864	412372	30
412373	412535	31
412536	412592	30
412593	412611	31
412612	412690	30
412691	412758	29
412759	412940	28
412941	412986	27
412987	413104	28
413105	413129	27
413130	413227	28
413228	413288	27
413289	413507	28
413508	413594	27
413595	413616	26
413617	413749	27
413750	413863	28
413864	414081	27
414082	414105	28
414106	414310	27
414311	414354	26
414355	414402	25
414403	414545	24
414546	414584	23
414585	414642	24
414643	414803	25
414804	415602	26
415603	415779	25
415780	415804	24
415805	416051	25
416052	416057	26
416058	416112	27
416113	416132	26
416133	416404	25
416405	416606	26
416607	416891	27
416892	417139	28
417140	417381	29
417382	417411	28
417412	417437	29
417438	417456	30
417457	417564	29
417565	417702	28
417703	417758	29
417759	418071	30
418072	418121	29
418122	418281	28
418282	418516	29
418517	418954	28
418955	419324	29
419325	419379	30
419380	419533	31
419534	419640	30
419641	419727	31
419728	419793	30
419794	420039	31
420040	420148	30
420149	420346	31
420347	420365	30
420366	420419	31
420420	420491	32
420492	420528	31
420529	420803	32
420804	420956	33
420957	421168	32
421169	421203	33
421204	421435	32
421436	421539	31
421540	421602	32
421603	421645	33
421646	421784	32
421785	421907	33
421908	421926	34
421927	421953	33
421954	422026	34
422027	422224	35
422225	422580	34
422581	422849	35
422850	423458	36
423459	423630	37
423631	423672	36
423673	423681	35
423682	423726	34
423727	424269	33
424270	424454	32
424455	424585	33
424586	424612	34
424613	425380	35
425381	425466	36
425467	425697	35
425698	425852	36
425853	426007	37
426008	426198	36
426199	426253	35
426254	426288	34
426289	426374	33
426375	426600	34
426601	426613	33
426614	426717	34
426718	426826	33
426827	427304	32
427305	427508	31
427509	427695	32
427696	427869	31
427870	427896	30
427897	427965	29
427966	427991	30
427992	428076	29
428077	428141	30
428142	428145	29
428146	428150	30
428151	428191	29
428192	428327	30
428328	428365	29
428366	428451	30
428452	428470	31
428471	428479	30
428480	428540	31
428541	428573	32
428574	428649	31
428650	428748	30
428749	429095	31
429096	429345	30
429346	429418	29
429419	429474	30
429475	429788	29
429789	429817	30
429818	429828	29
429829	430007	30
430008	430121	31
430122	430308	32
430309	430366	33
430367	430476	32
430477	430563	31
430564	430590	32
430591	430609	33
430610	430771	32
430772	430873	31
430874	431527	32
431528	431542	31
431543	431559	30
431560	431651	31
431652	431971	30
431972	432179	31
432180	432252	32
432253	432293	33
432294	432754	32
432755	432800	31
432801	432856	32
432857	433189	31
433190	433529	32
433530	433534	31
433535	433627	32
433628	433846	33
433847	434074	32
434075	434259	33
434260	434374	34
434375	434498	33
434499	434506	34
434507	434571	33
434572	434627	35
434628	434684	36
434685	435137	35
435138	435155	36
435156	435221	37
435222	435454	36
435455	435490	37
435491	435651	38
435652	435691	39
435692	435757	40
435758	435792	39
435793	435827	40
435828	436028	41
436029	436164	42
436165	436554	41
436555	436681	40
436682	436695	41
436696	436742	42
436743	436890	41
436891	437079	40
437080	437441	39
437442	437517	38
437518	437584	39
437585	437712	40
437713	437768	41
437769	437846	42
437847	438121	41
438122	438146	40
438147	438340	39
438341	438435	38
438436	438515	37
438516	438594	38
438595	438610	37
438611	438730	38
438731	438780	37
438781	438821	36
438822	438832	35
438833	438895	36
438896	439104	37
439105	439173	38
439174	439234	37
439235	439259	38
439260	439277	37
439278	439474	38
439475	440017	37
440018	440117	36
440118	440164	37
440165	440440	36
440441	440454	37
440455	440536	36
440537	440582	37
440583	440732	36
440733	440753	35
440754	441226	36
441227	441423	37
441424	442016	36
442017	442056	37
442057	442288	36
442289	442317	35
442318	442894	36
442895	442922	37
442923	443039	38
443040	443116	37
443117	443198	38
443199	443252	37
443253	443306	36
443307	443427	37
443428	443542	39
443543	443889	38
443890	443956	39
443957	444194	40
444195	444299	39
444300	444572	38
444573	444757	37
444758	444874	38
444875	444920	37
444921	445035	36
445036	445111	37
445112	445168	36
445169	445170	37
445171	445187	36
445188	445395	35
445396	445465	34
445466	445656	33
445657	445720	32
445721	445784	33
445785	445991	35
445992	446149	34
446150	446152	33
446153	446469	34
446470	446488	35
446489	446508	34
446509	446576	35
446577	446822	36
446823	447011	35
447012	447021	34
447022	447209	33
447210	447283	34
447284	447665	33
447666	447717	32
447718	447744	31
447745	447934	30
447935	448006	29
448007	448097	30
448098	448641	29
448642	448862	28
448863	449079	29
449080	449195	30
449196	449443	31
449444	449510	30
449511	449676	31
449677	449786	32
449787	449862	31
449863	450254	32
450255	450353	33
450354	450402	32
450403	450466	33
450467	450485	34
450486	450519	33
450520	450676	32
450677	450977	33
450978	451101	32
451102	451305	31
451306	451384	32
451385	451691	33
451692	451981	32
451982	452337	31
452338	452579	30
452580	452607	28
452608	452895	29
452896	453157	28
453158	453363	27
453364	453606	26
453607	453884	28
453885	453956	29
453957	453977	28
453978	454211	27
454212	454302	26
454303	454368	25
454369	454459	23
454460	454754	22
454755	454791	23
454792	454878	22
454879	455108	23
455109	455439	22
455440	455535	21
455536	455618	22
455619	455730	23
455731	455750	22
455751	456016	23
456017	456093	22
456094	456138	21
456139	456442	22
456443	456922	23
456923	457377	24
457378	457597	23
457598	457649	24
457650	457855	25
457856	458040	26
458041	458803	25
458804	458837	26
458838	458851	25
458852	458888	24
458889	459129	23
459130	459259	24
459260	459321	25
459322	459369	26
459370	459534	27
459535	459561	28
459562	459574	27
459575	459660	26
459661	460132	25
460133	460174	26
460175	460290	25
460291	460335	26
460336	460452	25
460453	460814	26
460815	460853	25
460854	460941	26
460942	461268	27
461269	462085	28
462086	462153	27
462154	462211	28
462212	462487	29
462488	462499	30
462500	462577	29
462578	462879	30
462880	462934	31
462935	463129	30
463130	463245	29
463246	463284	30
463285	463381	29
463382	463561	30
463562	463592	31
463593	463654	33
463655	463965	34
463966	464253	35
464254	464332	34
464333	464495	35
464496	464525	34
464526	464571	35
464572	464972	34
464973	465696	35
465697	465727	34
465728	465733	33
465734	465765	34
465766	465820	33
465821	465837	34
465838	466200	35
466201	466217	36
466218	466356	35
466357	466527	36
466528	466538	35
466539	466704	34
466705	466931	35
466932	467217	36
467218	467245	35
467246	467350	36
467351	467487	35
467488	467714	36
467715	467764	35
467765	467783	34
467784	467888	35
467889	468053	36
468054	468058	35
468059	468424	34
